,Unnamed: 0,twitterid,Date,User,Tweet,source,likes,replycount,retweets
656,156,1.21E+18,22-12-2019,BangulKhanMahar,"This is great. I anounce a cash reward Rs: 50,000  for this team from my own pocket &amp; request authorities for awarding them certificates of appreciation on their role for saving this precious &amp; endemic species of 🇵🇰
Well done👍🏻. https://t.co/XfduywB9de","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",357,17,60
657,157,1.21E+18,22-12-2019,bdfagan,"What. The. 🤬

As my wife &amp; I were boarding our flight with our NEWBORN TWINS, the @Delta gate agent got super frustrated with us &amp; our stroller/carseats

“Im sorry you decided to reproduce,” she barked at my wife

My sweet wife (also an AMAZING mother) spent that flight in tears","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",232,26,14
658,158,1.21E+18,22-12-2019,paulloduca16,"Hey @delta I’m not mad at the young man, he was quite sweet, (not really) but it would of been nice to not listen to him for 3 hours when I have action everywhere and this is the sign you showed ALL flight. Plus internet was down. Bourbon please. Happy Holidays! @barstoolbets https://t.co/ahHqAxoItT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",208,33,2
659,159,1.21E+18,22-12-2019,richeisen,"I’m watching and enjoying the game from my Delta non-charter flight home, @kevinburkhardt and @CFD22 

See everyone on @NFLGameDay Morning at 9am ET","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",192,23,1
660,160,1.21E+18,22-12-2019,PrinDHS,Purdue Head Coach and all time Delta great Matt Painter had his number retired this evening. Thanks to all who made this a great event! ⁦@eagles_sports⁩ ⁦@SuptMann⁩ https://t.co/iGM6dtkcJO,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",900,6,85
661,161,1.21E+18,21-12-2019,nuafriksupport,there is *nothing* endemic to black woman‘s biology that explains this countrywide phenomenon. nothing at a physiological level explains why black women are more likely to die in childbirth.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",109,2,13
662,162,1.21E+18,21-12-2019,joebarnard,"Guy builds THE MOST detailed flying models I’ve ever seen. He’s using Signal R2 here with asymmetric thrust from one side booster. He also designed and built beautiful Altas V and Delta IV models, love seeing these videos 🚀✨🎉 https://t.co/Ylk1nVZTed","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",237,1,8
663,163,1.21E+18,21-12-2019,malenatudi,Bruh imagine spending thousands of dollars on tickets for the holidays to finally see family and when you try to change them you get a fucking voucher instead @Delta you’re DOGSHIT I HOPE YOUR CHRISTMAS FUCKING SUCKS,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",499,16,3
664,164,1.21E+18,21-12-2019,IanKarmel,You know how comedians are always complaining about airlines? Well today I got truly excellent customer service from @Delta at the LAX front desk and... I haven’t done standup in like two months so I’m wondering if there’s a connection.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",212,6,3
665,165,1.21E+18,21-12-2019,jinsprucker,"15 yrs ago today... First launch of Delta IVH!  We had a window in the Mission Director Center overlooking pad. At liftoff, I stood up as vehicle cleared tower.  Here's what I saw. Struck by immensity/majesty of the launch. Click on photo - it's not just a view of the exhaust :-) https://t.co/Tb8Pjpjbgn","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",226,3,16
666,166,1.21E+18,21-12-2019,ItaliAuto,"1985 #Lancia 🇮🇹 Delta S4 Rally - #Toivonen / #Cresto

© RM Sotheby's https://t.co/63gVYZqBLH","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",408,5,106
667,167,1.21E+18,21-12-2019,sweatyhairy,watch me drink this and start freestyling in the delta terminal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",325,4,3
668,168,1.21E+18,21-12-2019,RobinMeade,"Our pilot on this @Delta flight is retiring today after 33 years says his copilot.. We are his final flight. His family is on board to accompany him. One of his sons is also a pilot, I think they said for @Delta too! Nice to see the family connection.","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",814,22,15
669,169,1.21E+18,21-12-2019,JavedMahar7,"This impossible task made possible by these heros🇵🇰. 
We thank every one praying for the success of rescue mission. 
There was every possibility of mortality of this little creature endemic to 🇵🇰. This success is due to dedicated effort &amp; help of ALMIGHTY for this team. https://t.co/Ao1dOgZmz3","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",174,11,38
670,170,1.21E+18,21-12-2019,duniadiny,"Three publications this year from Biology UI 2008 alumni!
- Anargha published 1 new genus &amp; 2 new species of sea stars from East Kalimantan
- Wendy published 1 new endemic species of plant from central New Guinea
- me published fire effects on the only pine species in Indonesia https://t.co/BLxPIs27VR","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",148,8,59
671,171,1.21E+18,21-12-2019,blumspew,Hey @Delta! Flight attendant Lisa on 2815 to JFK was really wonderful tonight. Had a technical issue and she did everything she could. Thank you Lisa for helping out a tired grumpy traveler.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",321,4,10
672,172,1.21E+18,21-12-2019,OMYSDNg,"Yesterday, the Minister, @SundayDareSD, presented $15,000 to Nkem Akaraiwe, the Nigerian basketball player who tore her ACL while on national duty. The money is towards her surgery &amp; is in addition to the $10,000 the Minister already facilitated through the Delta State Governor. https://t.co/yRUpNVkRcN","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",156,4,49
673,173,1.21E+18,21-12-2019,OvieAli,Train station nearing completion in the Agenebode hometown of the AIT owner. The pit stops run through  #Itakpe__Adogo__Ajaokuta__Agenebode__Uromi__Igbanke__Agbor__and__Warri. Train commuters travelling through Delta-Kogi have not been able to stop in some stations in between. https://t.co/cnEfXrgotF,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",596,27,278
674,174,1.21E+18,21-12-2019,PNDkultureshock,"Grab You A Delta. 
Make It Official.
Travel... W/ Your Delta. 

-🔺♦️","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",415,3,216
675,175,1.21E+18,20-12-2019,pnwkate,Four bald eagles - two enjoying a log boat ride on the water - on the edge of the marsh in delta #exploredelta #baldeagle #wildlife #birds #nature #cangeo #natgeo #pnw #canada #vancouverbirds #explorebc #hellobc #raptors https://t.co/N1SnLaDC59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",482,15,48
676,176,1.21E+18,20-12-2019,IAOkowa,Today I commissioned the 60 brand new vehicles procured for Delta Line Transport Service at the company's headquarters in Asaba. https://t.co/aGbN3HX1qq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",274,67,77
677,177,1.21E+18,20-12-2019,MATTHARDYBRAND,"A good, solid ground rule that I follow when on Twitter now.

If they have a single digit follower count, they don’t deserve engagement. Trolling burner accounts are a pandemic here.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2555,165,178
678,178,1.21E+18,20-12-2019,itsbeargrillz,My first time flying @Delta https://t.co/BsjGaRfvhf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",166,21,1
679,179,1.21E+18,20-12-2019,Prettyme_1k,Says the person that barely pledged delta 🙃 https://t.co/WJhy5kJqG5,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",152,24,38
680,180,1.21E+18,20-12-2019,KappaDeltaHQ,"Not only is Camille Schrier a Kappa Delta, she’s Miss America!! Camille took home the crown after she performed a science experiment on stage. Congrats, Camille! Your sisters are so proud of you 💚 Thank you @MissAmerica for the photo! #KDBCIA #womeninstem #STEM https://t.co/yWj0X3E8UF","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",583,1,181
681,181,1.21E+18,20-12-2019,JimSannes,Got offered $900 to switch flights because Delta overbooked one. Little do they know I would have done it for $50. My time isn't worth that much.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",167,7,7
682,182,1.21E+18,20-12-2019,VenetiaJane,Nature's decorations; the flowers of the hardy Fuchsia 'Delta's Sarah' resemble perfect little fairy or angel-like #Christmas tree ornaments. This is definitely going on my plant 'wish list' for 2020! https://t.co/GrWvanQKlt #gardening https://t.co/XSrYwRhqfX,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",589,25,135
683,183,1.21E+18,20-12-2019,JetPhotos,A new Delta A330neo returning to Toulouse after a test flight. https://t.co/JRcoqhf4Fi © DN280 https://t.co/EYmGmglQV8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",414,0,32
684,184,1.21E+18,20-12-2019,geo_coe,"Can't stop exploring the #ArcticDEM data for the #LenaRiver delta--great for desktop backgrounds too!
#geomorphology @polargeospatial 

data: https://t.co/9Zhtfe6lx1
image:https://t.co/AddaDcvGkh https://t.co/6Ehq6VkfxE","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",221,1,37
685,185,1.21E+18,20-12-2019,eugenegu,"Andrew Yang strongly articulated that many Americans are suffering under Trump. Our life expectancy is indeed declining 3 years in a row, which is unprecedented since WWI and the Spanish flu pandemic. Now after yesterday’s 5th Circuit decision, we may get Trumpcare. #DemDebate","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",558,14,124
686,186,1.21E+18,19-12-2019,DakotaSimonTV,"""My best friends when I was 12 years old are still my best friends."" Matt Painter is set to get his high school uniform #12 retired at Delta High School after the Crossroads Classic Saturday. 31 years after graduation. He talks about how things have changed over the years: https://t.co/AoAZ6PlMTt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",470,1,95
687,187,1.21E+18,19-12-2019,EEvisu,"We did it boys, Diamond medallion on @Delta achieved for all 2020. 🤝 https://t.co/uGcPXvd3rg","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",519,24,7
688,188,1.21E+18,19-12-2019,byjoelanderson,"no one cares but i had a very pleasant interaction with Leon — best known as JT from the Five Heartbeats — in the Delta Sky Club at JFK, which redeemed this entire morning.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",137,14,4
689,189,1.21E+18,19-12-2019,teguando1,"I want to commend @MBuhari for standing his ground despite the pressure and taking a decision that will benefit the Niger Delta Region in future.
Mr President, you've always been fair in your decisions.
May God Grant You More Grace ,Wisdom and Good Health.

God Bless Nigeria. https://t.co/VG7k1A73Ro","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",280,8,93
690,190,1.21E+18,19-12-2019,Laurestar,"Board of the Niger Delta Development Commission (NDDC) to be recomposed and inaugurated after Forensic Audit.
-Pres. Buhari","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",197,11,45
691,191,1.21E+18,19-12-2019,MBuhari,Supervision of the NDDC shall remain under the Ministry of Niger Delta Affairs.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818,50,192
692,192,1.21E+18,19-12-2019,MBuhari,"The Interim Management Team of the Niger Delta Development Commission (NDDC) will be in place till the forensic audit is completed. 

I have given approval for the re-composition and inauguration of the Commission’s Board after the forensic audit is completed.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3277,358,689
693,193,1.21E+18,19-12-2019,IAOkowa,"On behalf of my family and the Government and people of Delta State, I join the family, friends and political associates of Sen (Dr.) Abubakar Bukola Saraki to wish him a very Happy Birthday! https://t.co/m72S8n8oW4","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1769,96,200
694,194,1.21E+18,19-12-2019,nickkroll,@ihatejoelkim @Delta Thank you joe!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",116,1,0
695,195,1.21E+18,19-12-2019,ihatejoelkim,"@Delta (speaking to Delta the brand, not you specifically. I know you’re just doing the best you can too)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",508,1,1
696,196,1.21E+18,19-12-2019,ihatejoelkim,@Delta Listen motherfuckers I said do you pay her a livable wage + benefits.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1062,1,15
697,197,1.21E+18,19-12-2019,ihatejoelkim,"Corny, but @Delta the gate agent for flight DL0427 at JFK is so good at her job. Her name is Kai (?) and I’ve never had so many delays and gate changes and still been in such a good mood. She rules, Pay her a livable wage + benefits or I’ll fucking lose it. Those are my damands.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5916,11,78
698,198,1.21E+18,18-12-2019,ihatejoelkim,Abolish the Delta lounge.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",159,2,3
699,199,1.21E+18,18-12-2019,StopIt_Ajay,Me on J13 after I see my Delta Wife take 13 shots of that HENNY 🥴😍👅 https://t.co/ANpJ9NCZEx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",264,7,67
700,200,1.21E+18,18-12-2019,sirvares_snow,Very Blessed To say I have signed With Delta State University 🙏🏾🔥 #GoStatesman @geoff_terry @CoachGreen93 https://t.co/b6TqZLMOyk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",132,6,36
